Target Distance: 1233, Step Size: 12
3462: (x,y) = (-645.644, 468.684)
3463: (x,y) = (-634.368, 464.58)
3464: (x,y) = (-639.816, 475.272)
3465: (x,y) = (-639.816, 487.272)
3466: (x,y) = (-631.632, 496.048)
3467: (x,y) = (-623.602, 504.966)
3468: (x,y) = (-624.648, 493.012)
3469: (x,y) = (-623.602, 481.057)
3470: (x,y) = (-635.586, 480.429)
3471: (x,y) = (-640.081, 469.303)
3472: (x,y) = (-629.206, 474.375)
3473: (x,y) = (-617.859, 478.281)
3474: (x,y) = (-625.411, 487.607)
3475: (x,y) = (-631.229, 498.103)
3476: (x,y) = (-639.565, 489.471)
3477: (x,y) = (-632.343, 479.887)
3478: (x,y) = (-620.409, 481.141)
3479: (x,y) = (-612.379, 472.224)
3480: (x,y) = (-604.35, 481.141)
3481: (x,y) = (-592.874, 484.65)
3482: (x,y) = (-581.911, 479.769)
3483: (x,y) = (-593.324, 483.477)
3484: (x,y) = (-582.632, 488.925)
3485: (x,y) = (-571.94, 483.477)
3486: (x,y) = (-560.248, 480.778)
3487: (x,y) = (-569.704, 473.39)
3488: (x,y) = (-565.797, 484.736)
3489: (x,y) = (-554.671, 480.241)
3490: (x,y) = (-556.133, 468.33)
3491: (x,y) = (-544.135, 468.54)
3492: (x,y) = (-538.135, 478.932)
3493: (x,y) = (-527.259, 484.003)
3494: (x,y) = (-520.037, 474.42)
3495: (x,y) = (-516.529, 462.944)
3496: (x,y) = (-527.805, 458.84)
3497: (x,y) = (-528.433, 446.856)
3498: (x,y) = (-540.286, 444.979)
3499: (x,y) = (-544.586, 456.182)
3500: (x,y) = (-555.278, 461.63)
3501: (x,y) = (-566.691, 457.922)
3502: (x,y) = (-568.153, 446.011)
3503: (x,y) = (-557.461, 440.563)
3504: (x,y) = (-567.169, 433.51)
3505: (x,y) = (-563.065, 422.234)
3506: (x,y) = (-551.327, 419.739)
3507: (x,y) = (-552.164, 431.709)
3508: (x,y) = (-557.045, 442.672)
3509: (x,y) = (-547.337, 449.725)
3510: (x,y) = (-535.353, 450.353)
3511: (x,y) = (-526.297, 442.481)
3512: (x,y) = (-536.989, 447.929)
3513: (x,y) = (-542.437, 437.236)
3514: (x,y) = (-530.453, 437.864)
3515: (x,y) = (-526.945, 449.34)
3516: (x,y) = (-518.027, 457.37)
3517: (x,y) = (-519.49, 469.28)
3518: (x,y) = (-530.085, 463.647)
3519: (x,y) = (-541.131, 458.958)
3520: (x,y) = (-530.168, 454.077)
3521: (x,y) = (-529.123, 442.123)
3522: (x,y) = (-521.735, 432.667)
3523: (x,y) = (-524.638, 444.31)
3524: (x,y) = (-529.326, 455.356)
3525: (x,y) = (-540.202, 450.285)
3526: (x,y) = (-535.131, 461.16)
3527: (x,y) = (-544.187, 469.033)
3528: (x,y) = (-551.409, 478.617)
3529: (x,y) = (-539.526, 480.287)
3530: (x,y) = (-528.113, 476.579)
3531: (x,y) = (-517.937, 482.938)
3532: (x,y) = (-509.019, 490.967)
3533: (x,y) = (-519.804, 485.707)
3534: (x,y) = (-531.788, 486.335)
3535: (x,y) = (-535.296, 474.859)
3536: (x,y) = (-523.326, 474.022)
3537: (x,y) = (-532.909, 481.244)
3538: (x,y) = (-536.418, 469.768)
3539: (x,y) = (-528.234, 460.992)
3540: (x,y) = (-539.019, 455.731)
3541: (x,y) = (-537.765, 443.797)
3542: (x,y) = (-533.27, 454.923)
3543: (x,y) = (-521.49, 457.213)
3544: (x,y) = (-533.183, 454.514)
3545: (x,y) = (-527.183, 464.906)
3546: (x,y) = (-534.236, 474.614)
3547: (x,y) = (-532.566, 462.731)
3548: (x,y) = (-520.714, 460.854)
3549: (x,y) = (-526.347, 471.449)
3550: (x,y) = (-534.683, 462.817)
3551: (x,y) = (-530.188, 473.943)
3552: (x,y) = (-539.644, 466.555)
3553: (x,y) = (-535.54, 477.832)
3554: (x,y) = (-530.851, 488.878)
3555: (x,y) = (-522.667, 480.101)
3556: (x,y) = (-534.519, 478.224)
3557: (x,y) = (-524.936, 471.002)
3558: (x,y) = (-514.872, 464.467)
3559: (x,y) = (-522.423, 473.793)
3560: (x,y) = (-528.057, 463.197)
3561: (x,y) = (-516.205, 465.074)
3562: (x,y) = (-527.251, 469.763)
3563: (x,y) = (-521.251, 480.155)
3564: (x,y) = (-527.961, 470.207)
3565: (x,y) = (-515.969, 470.626)
3566: (x,y) = (-506.385, 477.848)
3567: (x,y) = (-497.192, 470.134)
3568: (x,y) = (-509.147, 471.18)
3569: (x,y) = (-499.691, 463.792)
3570: (x,y) = (-491.205, 472.277)
3571: (x,y) = (-501.801, 477.911)
3572: (x,y) = (-512.763, 482.792)
3573: (x,y) = (-523.809, 478.103)
3574: (x,y) = (-517.099, 488.052)
3575: (x,y) = (-508.614, 496.537)
3576: (x,y) = (-507.986, 484.553)
3577: (x,y) = (-519.803, 482.469)
3578: (x,y) = (-528.289, 473.984)
3579: (x,y) = (-525.794, 462.246)
3580: (x,y) = (-537.764, 461.409)
3581: (x,y) = (-530.213, 470.735)
3582: (x,y) = (-522.029, 461.959)
3583: (x,y) = (-510.752, 466.063)
3584: (x,y) = (-506.846, 477.409)
3585: (x,y) = (-497.262, 470.188)
3586: (x,y) = (-508.308, 474.876)
3587: (x,y) = (-520.087, 477.166)
3588: (x,y) = (-528.72, 485.502)
3589: (x,y) = (-520.087, 493.838)
3590: (x,y) = (-531.623, 490.53)
3591: (x,y) = (-532.877, 478.596)
3592: (x,y) = (-521.464, 482.304)
3593: (x,y) = (-513.912, 472.978)
3594: (x,y) = (-521.3, 482.434)
3595: (x,y) = (-511.352, 489.145)
3596: (x,y) = (-499.817, 492.452)
3597: (x,y) = (-503.724, 481.106)
3598: (x,y) = (-507.828, 469.83)
3599: (x,y) = (-507.618, 457.832)
3600: (x,y) = (-497.554, 451.296)
3601: (x,y) = (-507.84, 445.116)
3602: (x,y) = (-496.061, 447.405)
3603: (x,y) = (-485.465, 453.039)
3604: (x,y) = (-473.531, 454.293)
3605: (x,y) = (-461.996, 450.986)
3606: (x,y) = (-471.704, 458.039)
3607: (x,y) = (-483.702, 458.249)
3608: (x,y) = (-473.416, 452.068)
3609: (x,y) = (-461.564, 450.191)
3610: (x,y) = (-450.872, 444.743)
3611: (x,y) = (-444.872, 434.351)
3612: (x,y) = (-442.995, 422.498)
3613: (x,y) = (-453.78, 427.759)
3614: (x,y) = (-444.863, 419.729)
3615: (x,y) = (-440.174, 430.775)
3616: (x,y) = (-447.227, 440.484)
3617: (x,y) = (-444.732, 428.746)
3618: (x,y) = (-454.189, 421.358)
3619: (x,y) = (-450.084, 410.082)
3620: (x,y) = (-461.728, 407.178)
3621: (x,y) = (-449.728, 407.178)
3622: (x,y) = (-461.42, 404.479)
3623: (x,y) = (-450.458, 409.36)
3624: (x,y) = (-458.33, 400.303)
3625: (x,y) = (-450.617, 391.111)
3626: (x,y) = (-461.82, 395.411)
3627: (x,y) = (-473.233, 399.119)
3628: (x,y) = (-475.316, 410.937)
3629: (x,y) = (-475.107, 422.935)
3630: (x,y) = (-476.569, 434.846)
3631: (x,y) = (-467.513, 442.719)
3632: (x,y) = (-473.872, 432.542)
3633: (x,y) = (-462.02, 434.419)
3634: (x,y) = (-470.652, 426.083)
3635: (x,y) = (-459.375, 430.188)
3636: (x,y) = (-471.374, 430.397)
3637: (x,y) = (-459.419, 431.443)
3638: (x,y) = (-459.838, 443.436)
3639: (x,y) = (-451.965, 434.379)
3640: (x,y) = (-462.751, 439.64)
3641: (x,y) = (-450.84, 438.177)
3642: (x,y) = (-459.176, 429.545)
3643: (x,y) = (-470.711, 432.853)
3644: (x,y) = (-462.226, 424.367)
3645: (x,y) = (-470.711, 415.882)
3646: (x,y) = (-459.236, 419.391)
3647: (x,y) = (-451.522, 428.583)
3648: (x,y) = (-452.359, 440.554)
3649: (x,y) = (-440.367, 440.973)
3650: (x,y) = (-429.491, 446.044)
3651: (x,y) = (-441.082, 442.938)
3652: (x,y) = (-443.166, 431.121)
3653: (x,y) = (-431.575, 434.226)
3654: (x,y) = (-421.991, 441.448)
3655: (x,y) = (-430.909, 449.478)
3656: (x,y) = (-423.687, 459.061)
3657: (x,y) = (-434.079, 453.061)
3658: (x,y) = (-431.38, 441.369)
3659: (x,y) = (-430.126, 429.435)
3660: (x,y) = (-441.329, 425.134)
3661: (x,y) = (-430.126, 420.834)
3662: (x,y) = (-437.179, 411.126)
3663: (x,y) = (-433.075, 422.402)
3664: (x,y) = (-435.364, 410.622)
3665: (x,y) = (-424.579, 405.362)
3666: (x,y) = (-435.455, 410.433)
3667: (x,y) = (-447.425, 409.596)
3668: (x,y) = (-442.545, 420.559)
3669: (x,y) = (-448.545, 410.167)
3670: (x,y) = (-440.059, 401.681)
3671: (x,y) = (-451.752, 398.982)
3672: (x,y) = (-458.111, 409.158)
3673: (x,y) = (-453.23, 420.121)
3674: (x,y) = (-465.213, 419.493)
3675: (x,y) = (-459.033, 429.779)
3676: (x,y) = (-447.295, 427.284)
3677: (x,y) = (-437.97, 419.732)
3678: (x,y) = (-446.455, 411.247)
3679: (x,y) = (-439.744, 401.298)
3680: (x,y) = (-442.444, 389.606)
3681: (x,y) = (-433.668, 381.422)
3682: (x,y) = (-445.578, 379.96)
3683: (x,y) = (-449.286, 391.372)
3684: (x,y) = (-444.791, 380.246)
3685: (x,y) = (-456.529, 382.741)
3686: (x,y) = (-464.081, 392.067)
3687: (x,y) = (-455.595, 400.552)
3688: (x,y) = (-444.633, 395.671)
3689: (x,y) = (-438.999, 385.076)
3690: (x,y) = (-437.745, 373.142)
3691: (x,y) = (-448.948, 368.841)
3692: (x,y) = (-439.622, 376.393)
3693: (x,y) = (-433.804, 365.898)
3694: (x,y) = (-445.688, 364.227)
3695: (x,y) = (-448.793, 352.636)
3696: (x,y) = (-450.464, 340.753)
3697: (x,y) = (-450.045, 352.746)
3698: (x,y) = (-456.928, 362.576)
3699: (x,y) = (-468.131, 358.275)
3700: (x,y) = (-479.722, 361.381)
3701: (x,y) = (-491.134, 365.089)
3702: (x,y) = (-493.424, 376.869)
3703: (x,y) = (-486.541, 386.699)
3704: (x,y) = (-486.751, 398.697)
3705: (x,y) = (-498.661, 397.234)
3706: (x,y) = (-506.534, 388.178)
3707: (x,y) = (-518.272, 390.673)
3708: (x,y) = (-525.824, 399.999)
3709: (x,y) = (-518.11, 409.191)
3710: (x,y) = (-519.572, 397.28)
3711: (x,y) = (-516.467, 385.689)
3712: (x,y) = (-507.011, 393.077)
3713: (x,y) = (-495.012, 393.287)
3714: (x,y) = (-483.102, 394.749)
3715: (x,y) = (-486.409, 383.214)
3716: (x,y) = (-488.699, 371.435)
3717: (x,y) = (-487.653, 383.389)
3718: (x,y) = (-484.75, 395.032)
3719: (x,y) = (-484.541, 407.031)
3720: (x,y) = (-476.511, 398.113)
3721: (x,y) = (-487.387, 393.041)
3722: (x,y) = (-482.315, 403.917)
3723: (x,y) = (-485.219, 415.561)
3724: (x,y) = (-487.918, 427.253)
3725: (x,y) = (-495.47, 417.927)
3726: (x,y) = (-505.053, 425.149)
3727: (x,y) = (-496.568, 416.664)
3728: (x,y) = (-490.209, 406.487)
3729: (x,y) = (-483.499, 416.436)
3730: (x,y) = (-493.447, 409.725)
3731: (x,y) = (-494.284, 421.696)
3732: (x,y) = (-489.984, 410.493)
3733: (x,y) = (-496.867, 400.663)
3734: (x,y) = (-504.74, 409.72)
3735: (x,y) = (-493.537, 405.419)
3736: (x,y) = (-503.713, 411.779)
3737: (x,y) = (-492.367, 415.685)
3738: (x,y) = (-503.329, 420.566)
3739: (x,y) = (-500.63, 408.874)
3740: (x,y) = (-512.165, 412.181)
3741: (x,y) = (-500.889, 408.077)
3742: (x,y) = (-504.197, 419.612)
3743: (x,y) = (-494.871, 412.06)
3744: (x,y) = (-506.462, 415.166)
3745: (x,y) = (-498.278, 423.943)
3746: (x,y) = (-486.865, 420.234)
3747: (x,y) = (-491.361, 431.361)
3748: (x,y) = (-503.178, 433.444)
3749: (x,y) = (-491.207, 432.607)
3750: (x,y) = (-502.9, 435.307)
3751: (x,y) = (-497.452, 445.999)
3752: (x,y) = (-509.45, 446.208)
3753: (x,y) = (-497.758, 448.908)
3754: (x,y) = (-488.982, 457.092)
3755: (x,y) = (-498.811, 463.974)
3756: (x,y) = (-510.504, 466.674)
3757: (x,y) = (-505.243, 455.888)
3758: (x,y) = (-511.954, 445.94)
3759: (x,y) = (-516.834, 456.902)
3760: (x,y) = (-508.058, 448.718)
3761: (x,y) = (-497.666, 454.718)
3762: (x,y) = (-501.174, 443.243)
3763: (x,y) = (-504.28, 431.652)
3764: (x,y) = (-498.28, 421.259)
3765: (x,y) = (-504.639, 431.436)
3766: (x,y) = (-503.177, 419.525)
3767: (x,y) = (-514.652, 416.017)
3768: (x,y) = (-524.829, 409.658)
3769: (x,y) = (-516.197, 417.994)
3770: (x,y) = (-521.645, 407.302)
3771: (x,y) = (-531.821, 400.943)
3772: (x,y) = (-535.53, 389.53)
3773: (x,y) = (-544.447, 381.5)
3774: (x,y) = (-534.618, 388.383)
3775: (x,y) = (-546.47, 386.506)
3776: (x,y) = (-552.103, 397.102)
3777: (x,y) = (-556.208, 408.378)
3778: (x,y) = (-544.617, 411.484)
3779: (x,y) = (-551.67, 401.775)
3780: (x,y) = (-549.38, 413.555)
3781: (x,y) = (-538.988, 419.555)
3782: (x,y) = (-539.825, 407.584)
3783: (x,y) = (-538.155, 395.701)
3784: (x,y) = (-528.571, 388.479)
3785: (x,y) = (-534.571, 378.087)
3786: (x,y) = (-522.719, 379.964)
3787: (x,y) = (-526.626, 391.31)
3788: (x,y) = (-524.749, 403.163)
3789: (x,y) = (-535.534, 397.902)
3790: (x,y) = (-547.532, 398.112)
3791: (x,y) = (-541.532, 408.504)
3792: (x,y) = (-536.652, 419.466)
3793: (x,y) = (-545.137, 410.981)
3794: (x,y) = (-554.593, 403.593)
3795: (x,y) = (-543.998, 397.96)
3796: (x,y) = (-538.737, 408.745)
3797: (x,y) = (-535.229, 420.221)
3798: (x,y) = (-524.537, 425.669)
3799: (x,y) = (-513.19, 429.575)
3800: (x,y) = (-510.491, 441.268)
3801: (x,y) = (-512.575, 453.086)
3802: (x,y) = (-524.567, 453.504)
3803: (x,y) = (-523.313, 465.439)
3804: (x,y) = (-529.131, 454.943)
3805: (x,y) = (-527.461, 466.826)
3806: (x,y) = (-523.554, 455.48)
3807: (x,y) = (-534.83, 451.376)
3808: (x,y) = (-526.646, 442.6)
3809: (x,y) = (-527.901, 430.665)
3810: (x,y) = (-536.957, 438.538)
3811: (x,y) = (-539.247, 450.318)
3812: (x,y) = (-533.247, 460.71)
3813: (x,y) = (-540.13, 450.88)
3814: (x,y) = (-552.13, 450.88)
3815: (x,y) = (-562.522, 456.88)
3816: (x,y) = (-559.014, 445.405)
3817: (x,y) = (-549.821, 453.118)
3818: (x,y) = (-555.082, 442.332)
3819: (x,y) = (-561.617, 452.396)
3820: (x,y) = (-554.065, 461.722)
3821: (x,y) = (-551.776, 449.943)
3822: (x,y) = (-540.083, 447.243)
3823: (x,y) = (-528.091, 447.662)
3824: (x,y) = (-528.3, 435.664)
3825: (x,y) = (-538.586, 429.483)
3826: (x,y) = (-549.932, 425.577)
3827: (x,y) = (-541.014, 417.547)
3828: (x,y) = (-550.844, 410.664)
3829: (x,y) = (-552.514, 398.781)
3830: (x,y) = (-557.962, 388.089)
3831: (x,y) = (-547.676, 394.269)
3832: (x,y) = (-550.171, 406.007)
3833: (x,y) = (-552.255, 417.825)
3834: (x,y) = (-558.614, 428.001)
3835: (x,y) = (-549.696, 436.031)
3836: (x,y) = (-537.917, 438.321)
3837: (x,y) = (-549.734, 436.237)
3838: (x,y) = (-543.554, 425.951)
3839: (x,y) = (-547.062, 437.426)
3840: (x,y) = (-537.114, 430.716)
3841: (x,y) = (-531.296, 420.221)
3842: (x,y) = (-540.214, 428.25)
3843: (x,y) = (-547.602, 418.794)
3844: (x,y) = (-556.378, 410.61)
3845: (x,y) = (-568.196, 412.694)
3846: (x,y) = (-556.552, 415.597)
3847: (x,y) = (-547.36, 407.884)
3848: (x,y) = (-559.314, 408.929)
3849: (x,y) = (-556.208, 420.521)
3850: (x,y) = (-554.746, 432.431)
3851: (x,y) = (-544.25, 426.613)
3852: (x,y) = (-532.775, 423.105)
3853: (x,y) = (-522.711, 429.641)
3854: (x,y) = (-510.931, 427.351)
3855: (x,y) = (-499.728, 423.05)
3856: (x,y) = (-491.392, 431.683)
3857: (x,y) = (-480.607, 436.943)
3858: (x,y) = (-472.734, 446)
3859: (x,y) = (-483.697, 441.119)
3860: (x,y) = (-471.698, 441.328)
3861: (x,y) = (-460.286, 445.036)
3862: (x,y) = (-458.202, 433.219)
3863: (x,y) = (-464.202, 422.826)
3864: (x,y) = (-472.687, 431.312)
3865: (x,y) = (-462.092, 436.945)
3866: (x,y) = (-450.312, 439.235)
3867: (x,y) = (-462.092, 436.945)
3868: (x,y) = (-473.138, 432.257)
3869: (x,y) = (-461.446, 429.557)
3870: (x,y) = (-472.792, 425.65)
3871: (x,y) = (-482.856, 419.115)
3872: (x,y) = (-483.065, 407.116)
3873: (x,y) = (-485.968, 418.76)
3874: (x,y) = (-478.746, 409.176)
3875: (x,y) = (-474.058, 420.222)
3876: (x,y) = (-462.065, 420.641)
3877: (x,y) = (-452.481, 427.863)
3878: (x,y) = (-464.261, 425.573)
3879: (x,y) = (-476.171, 424.111)
3880: (x,y) = (-470.354, 413.615)
3881: (x,y) = (-460.405, 420.326)
3882: (x,y) = (-453.522, 430.156)
3883: (x,y) = (-459.156, 440.751)
3884: (x,y) = (-470.691, 444.059)
3885: (x,y) = (-466.002, 433.013)
3886: (x,y) = (-467.257, 444.947)
3887: (x,y) = (-478.533, 449.051)
3888: (x,y) = (-490.467, 450.305)
3889: (x,y) = (-494.768, 461.508)
3890: (x,y) = (-498.276, 472.984)
3891: (x,y) = (-489.22, 465.111)
3892: (x,y) = (-493.52, 476.314)
3893: (x,y) = (-483.936, 483.536)
3894: (x,y) = (-495.674, 486.031)
3895: (x,y) = (-501.492, 496.526)
3896: (x,y) = (-507.672, 486.24)
3897: (x,y) = (-497.077, 480.607)
3898: (x,y) = (-499.161, 468.789)
3899: (x,y) = (-496.666, 457.051)
3900: (x,y) = (-486.38, 463.232)
3901: (x,y) = (-484.09, 451.452)
3902: (x,y) = (-474.634, 458.84)
3903: (x,y) = (-482.348, 449.648)
3904: (x,y) = (-490.683, 458.28)
3905: (x,y) = (-478.685, 458.07)
3906: (x,y) = (-472.326, 447.894)
3907: (x,y) = (-478.144, 458.389)
3908: (x,y) = (-475.241, 446.746)
3909: (x,y) = (-474.404, 434.775)
3910: (x,y) = (-462.521, 433.105)
3911: (x,y) = (-450.61, 434.567)
3912: (x,y) = (-455.491, 445.53)
3913: (x,y) = (-444.215, 449.634)
3914: (x,y) = (-447.118, 461.277)
3915: (x,y) = (-441.3, 450.782)
3916: (x,y) = (-452.992, 448.083)
3917: (x,y) = (-441, 447.664)
3918: (x,y) = (-450.325, 455.216)
3919: (x,y) = (-461.602, 451.111)
3920: (x,y) = (-471.888, 444.931)
3921: (x,y) = (-469.393, 433.193)
3922: (x,y) = (-474.464, 444.069)
3923: (x,y) = (-473.002, 432.158)
3924: (x,y) = (-484.348, 428.252)
3925: (x,y) = (-495.474, 432.747)
3926: (x,y) = (-502.357, 422.917)
3927: (x,y) = (-491.011, 426.824)
3928: (x,y) = (-480.048, 421.943)
3929: (x,y) = (-477.145, 433.587)
3930: (x,y) = (-468.228, 425.557)
3931: (x,y) = (-462.047, 435.843)
3932: (x,y) = (-473.323, 431.739)
3933: (x,y) = (-465.451, 422.682)
3934: (x,y) = (-477.361, 421.22)
3935: (x,y) = (-474.866, 432.958)
3936: (x,y) = (-481.047, 443.244)
3937: (x,y) = (-469.164, 444.914)
3938: (x,y) = (-461.612, 435.588)
3939: (x,y) = (-473.464, 437.465)
3940: (x,y) = (-483.528, 430.929)
3941: (x,y) = (-494.941, 434.638)
3942: (x,y) = (-491.232, 446.05)
3943: (x,y) = (-497.943, 436.102)
3944: (x,y) = (-486.299, 439.005)
3945: (x,y) = (-494.483, 430.229)
3946: (x,y) = (-493.021, 418.318)
3947: (x,y) = (-497.125, 407.042)
3948: (x,y) = (-495.041, 418.859)
3949: (x,y) = (-506.004, 423.74)
3950: (x,y) = (-500.004, 413.348)
3951: (x,y) = (-502.293, 401.569)
3952: (x,y) = (-500.623, 389.685)
3953: (x,y) = (-500.833, 401.683)
3954: (x,y) = (-495.385, 390.991)
3955: (x,y) = (-485.208, 397.35)
3956: (x,y) = (-475.752, 389.962)
3957: (x,y) = (-487.445, 392.662)
3958: (x,y) = (-479.731, 401.854)
3959: (x,y) = (-484.992, 412.64)
3960: (x,y) = (-496.195, 408.34)
3961: (x,y) = (-507.241, 403.651)
3962: (x,y) = (-516.017, 411.835)
3963: (x,y) = (-506.561, 404.447)
3964: (x,y) = (-494.563, 404.237)
3965: (x,y) = (-488.027, 394.173)
3966: (x,y) = (-498.091, 387.638)
3967: (x,y) = (-509.909, 385.554)
3968: (x,y) = (-506.601, 374.019)
3969: (x,y) = (-510.508, 362.673)
3970: (x,y) = (-517.044, 352.608)
3971: (x,y) = (-505.191, 350.731)
3972: (x,y) = (-495.608, 357.953)
3973: (x,y) = (-488.056, 348.627)
3974: (x,y) = (-478.863, 340.914)
3975: (x,y) = (-469.033, 347.797)
3976: (x,y) = (-476.585, 338.471)
3977: (x,y) = (-487.461, 333.4)
3978: (x,y) = (-479.125, 342.032)
3979: (x,y) = (-471.737, 351.488)
3980: (x,y) = (-483.013, 347.384)
3981: (x,y) = (-491.79, 339.2)
3982: (x,y) = (-487.294, 328.073)
3983: (x,y) = (-477.969, 320.522)
3984: (x,y) = (-466.116, 318.644)
3985: (x,y) = (-476.612, 312.827)
3986: (x,y) = (-473.304, 301.291)
3987: (x,y) = (-480.692, 291.835)
3988: (x,y) = (-491.895, 287.535)
3989: (x,y) = (-484.842, 297.243)
3990: (x,y) = (-496.752, 298.706)
3991: (x,y) = (-485.34, 302.414)
3992: (x,y) = (-497.25, 300.951)
3993: (x,y) = (-488.914, 292.319)
3994: (x,y) = (-496.787, 301.376)
3995: (x,y) = (-491.526, 312.161)
3996: (x,y) = (-501.919, 306.161)
3997: (x,y) = (-491.633, 312.342)
3998: (x,y) = (-480.43, 316.642)
3999: (x,y) = (-477.73, 328.335)
4000: (x,y) = (-489.374, 331.238)
4001: (x,y) = (-500.72, 327.331)
4002: (x,y) = (-511.412, 332.779)
4003: (x,y) = (-502.636, 340.963)
4004: (x,y) = (-492.041, 346.596)
4005: (x,y) = (-499.913, 355.653)
4006: (x,y) = (-510.605, 350.205)
4007: (x,y) = (-522.516, 348.743)
4008: (x,y) = (-532.58, 355.278)
4009: (x,y) = (-528.28, 344.075)
4010: (x,y) = (-523.979, 355.278)
4011: (x,y) = (-532.464, 363.764)
4012: (x,y) = (-533.51, 351.809)
4013: (x,y) = (-533.301, 339.811)
4014: (x,y) = (-544.347, 344.5)
4015: (x,y) = (-555.823, 348.008)
4016: (x,y) = (-555.613, 336.01)
4017: (x,y) = (-544.267, 332.103)
4018: (x,y) = (-555.911, 329.2)
4019: (x,y) = (-557.788, 341.052)
4020: (x,y) = (-548.332, 333.664)
4021: (x,y) = (-553.592, 344.45)
4022: (x,y) = (-547.412, 354.736)
4023: (x,y) = (-555.125, 345.543)
4024: (x,y) = (-561.835, 355.492)
4025: (x,y) = (-556.764, 366.368)
4026: (x,y) = (-565.249, 374.853)
4027: (x,y) = (-562.346, 386.496)
4028: (x,y) = (-574.339, 386.915)
4029: (x,y) = (-580.339, 376.523)
4030: (x,y) = (-591.124, 381.783)
4031: (x,y) = (-602, 386.855)
4032: (x,y) = (-608.181, 376.569)
4033: (x,y) = (-615.063, 386.399)
4034: (x,y) = (-623.84, 378.215)
4035: (x,y) = (-621.756, 390.032)
4036: (x,y) = (-632.541, 395.293)
4037: (x,y) = (-623.765, 403.477)
4038: (x,y) = (-631.479, 394.284)
4039: (x,y) = (-642.954, 390.776)
4040: (x,y) = (-636.774, 401.062)
4041: (x,y) = (-647.65, 395.99)
4042: (x,y) = (-643.743, 407.337)
4043: (x,y) = (-655.155, 403.628)
4044: (x,y) = (-643.376, 405.918)
4045: (x,y) = (-640.676, 394.226)
4046: (x,y) = (-643.58, 382.582)
4047: (x,y) = (-646.483, 394.226)
4048: (x,y) = (-641.987, 405.352)
4049: (x,y) = (-643.242, 393.418)
4050: (x,y) = (-646.95, 382.005)
4051: (x,y) = (-647.578, 370.021)
4052: (x,y) = (-650.277, 381.714)
4053: (x,y) = (-661.624, 385.621)
4054: (x,y) = (-673.534, 387.083)
4055: (x,y) = (-662.658, 382.012)
4056: (x,y) = (-659.959, 393.704)
4057: (x,y) = (-656.251, 382.291)
4058: (x,y) = (-659.759, 393.767)
4059: (x,y) = (-650.303, 401.155)
4060: (x,y) = (-640.127, 407.514)
4061: (x,y) = (-647.84, 416.707)
4062: (x,y) = (-639.355, 425.192)
4063: (x,y) = (-635.448, 413.846)
4064: (x,y) = (-641.984, 423.91)
4065: (x,y) = (-630.781, 428.21)
4066: (x,y) = (-619.735, 432.899)
4067: (x,y) = (-630.61, 427.827)
4068: (x,y) = (-620.324, 434.008)
4069: (x,y) = (-608.912, 430.3)
4070: (x,y) = (-611.201, 442.079)
4071: (x,y) = (-613.901, 453.772)
4072: (x,y) = (-622.386, 462.257)
4073: (x,y) = (-620.924, 474.168)
4074: (x,y) = (-628.475, 464.842)
4075: (x,y) = (-626.805, 452.959)
4076: (x,y) = (-621.924, 441.996)
4077: (x,y) = (-627.185, 452.782)
4078: (x,y) = (-638.231, 457.47)
4079: (x,y) = (-637.812, 445.478)
4080: (x,y) = (-626.277, 448.785)
4081: (x,y) = (-638.231, 449.831)
4082: (x,y) = (-640.521, 461.611)
4083: (x,y) = (-636.813, 450.198)
4084: (x,y) = (-639.308, 461.936)
4085: (x,y) = (-642.816, 450.46)
4086: (x,y) = (-653.862, 445.771)
4087: (x,y) = (-657.967, 457.048)
4088: (x,y) = (-650.253, 447.855)
4089: (x,y) = (-647.963, 459.635)
4090: (x,y) = (-653.963, 470.027)
4091: (x,y) = (-641.965, 469.817)
4092: (x,y) = (-640.919, 457.863)
4093: (x,y) = (-646.18, 447.078)
4094: (x,y) = (-651.813, 457.673)
4095: (x,y) = (-660.149, 466.305)
4096: (x,y) = (-648.266, 467.975)
4097: (x,y) = (-640.393, 458.919)
4098: (x,y) = (-628.75, 456.016)
4099: (x,y) = (-635.286, 466.08)
4100: (x,y) = (-626.509, 474.264)
4101: (x,y) = (-637.555, 478.952)
4102: (x,y) = (-647.841, 472.772)
4103: (x,y) = (-651.35, 484.248)
4104: (x,y) = (-641.064, 490.428)
4105: (x,y) = (-652.026, 495.309)
4106: (x,y) = (-663.502, 498.817)
4107: (x,y) = (-656.966, 508.881)
4108: (x,y) = (-668.093, 504.386)
4109: (x,y) = (-665.393, 492.694)
4110: (x,y) = (-662.287, 504.285)
4111: (x,y) = (-670.317, 495.367)
4112: (x,y) = (-677.539, 485.783)
4113: (x,y) = (-665.584, 486.829)
4114: (x,y) = (-672.295, 476.881)
4115: (x,y) = (-667.034, 487.666)
4116: (x,y) = (-679.018, 488.294)
4117: (x,y) = (-667.427, 491.4)
4118: (x,y) = (-675.299, 500.457)
4119: (x,y) = (-687.254, 499.411)
4120: (x,y) = (-696.962, 492.357)
4121: (x,y) = (-692.662, 503.56)
4122: (x,y) = (-680.707, 504.606)
4123: (x,y) = (-669.294, 500.898)
4124: (x,y) = (-657.302, 501.317)
4125: (x,y) = (-650.591, 491.368)
4126: (x,y) = (-641.959, 499.704)
4127: (x,y) = (-644.454, 487.967)
