Target Distance: 123, Step Size: 21
3823: (x,y) = (3529.16, 6840.97)
3824: (x,y) = (3442.18, 6754)
3825: (x,y) = (3322.34, 6726.33)
3826: (x,y) = (3391.12, 6624.36)
3827: (x,y) = (3291.61, 6696.66)
3828: (x,y) = (3283.03, 6573.96)
3829: (x,y) = (3265.91, 6452.15)
3830: (x,y) = (3162.75, 6385.16)
3831: (x,y) = (3046.45, 6425.21)
3832: (x,y) = (3086.5, 6308.91)
3833: (x,y) = (3005.8, 6401.74)
3834: (x,y) = (2906.29, 6474.04)
3835: (x,y) = (3003.22, 6549.76)
3836: (x,y) = (3114.69, 6497.78)
3837: (x,y) = (3234.54, 6525.45)
3838: (x,y) = (3251.66, 6647.25)
3839: (x,y) = (3349.89, 6573.23)
3840: (x,y) = (3226.97, 6568.94)
3841: (x,y) = (3300.99, 6470.7)
3842: (x,y) = (3178.66, 6483.56)
3843: (x,y) = (3059.32, 6453.8)
3844: (x,y) = (3095.28, 6571.43)
3845: (x,y) = (3164.06, 6673.4)
3846: (x,y) = (3100.71, 6567.97)
3847: (x,y) = (3196.3, 6490.56)
3848: (x,y) = (3287.71, 6572.87)
3849: (x,y) = (3397.3, 6628.71)
3850: (x,y) = (3397.3, 6505.71)
3851: (x,y) = (3310.33, 6592.68)
3852: (x,y) = (3433.16, 6599.12)
3853: (x,y) = (3314.35, 6630.95)
3854: (x,y) = (3295.11, 6509.47)
3855: (x,y) = (3253.04, 6393.89)
3856: (x,y) = (3180.74, 6294.38)
3857: (x,y) = (3197.86, 6416.18)
3858: (x,y) = (3255.6, 6524.78)
3859: (x,y) = (3133.52, 6539.77)
3860: (x,y) = (3255.6, 6554.76)
3861: (x,y) = (3365.2, 6610.6)
3862: (x,y) = (3242.37, 6604.17)
3863: (x,y) = (3364.17, 6621.28)
3864: (x,y) = (3300.82, 6515.85)
3865: (x,y) = (3195.39, 6452.5)
3866: (x,y) = (3098.46, 6376.78)
3867: (x,y) = (3036.96, 6270.26)
3868: (x,y) = (3147.52, 6216.34)
3869: (x,y) = (3084.17, 6321.77)
3870: (x,y) = (2974.57, 6265.93)
3871: (x,y) = (2981.01, 6143.1)
3872: (x,y) = (3032.99, 6254.57)
3873: (x,y) = (3090.74, 6363.17)
3874: (x,y) = (2968.41, 6376.03)
3875: (x,y) = (2970.56, 6499.01)
3876: (x,y) = (3028.3, 6390.41)
3877: (x,y) = (3110.6, 6299)
3878: (x,y) = (3019.2, 6381.31)
3879: (x,y) = (2946.9, 6480.81)
3880: (x,y) = (2902.82, 6595.65)
3881: (x,y) = (2862.78, 6711.94)
3882: (x,y) = (2981.59, 6743.78)
3883: (x,y) = (2859.5, 6728.79)
3884: (x,y) = (2907.56, 6615.57)
3885: (x,y) = (2886.2, 6494.44)
3886: (x,y) = (2954.98, 6596.41)
3887: (x,y) = (2910.9, 6711.24)
3888: (x,y) = (3015.21, 6646.06)
3889: (x,y) = (3067.2, 6757.53)
3890: (x,y) = (3164.12, 6681.81)
3891: (x,y) = (3283.47, 6711.56)
3892: (x,y) = (3400.45, 6673.55)
3893: (x,y) = (3471, 6774.31)
3894: (x,y) = (3498.67, 6894.16)
3895: (x,y) = (3442.83, 7003.75)
3896: (x,y) = (3565.15, 7016.61)
3897: (x,y) = (3580.14, 7138.69)
3898: (x,y) = (3700.45, 7113.12)
3899: (x,y) = (3769.24, 7011.15)
3900: (x,y) = (3828.87, 6903.57)
3901: (x,y) = (3705.94, 6899.28)
3902: (x,y) = (3594.47, 6951.26)
3903: (x,y) = (3503.06, 6868.95)
3904: (x,y) = (3530.73, 6988.8)
3905: (x,y) = (3562.56, 7107.61)
3906: (x,y) = (3583.92, 6986.48)
3907: (x,y) = (3463.18, 6963.01)
3908: (x,y) = (3497.08, 7081.25)
3909: (x,y) = (3603.61, 7019.75)
3910: (x,y) = (3484.8, 7051.58)
3911: (x,y) = (3499.79, 6929.5)
3912: (x,y) = (3504.08, 6806.57)
3913: (x,y) = (3382.28, 6823.69)
3914: (x,y) = (3469.25, 6910.66)
3915: (x,y) = (3505.21, 7028.29)
3916: (x,y) = (3561.05, 7137.88)
3917: (x,y) = (3565.35, 7014.96)
3918: (x,y) = (3642.75, 6919.37)
3919: (x,y) = (3552.8, 6835.48)
3920: (x,y) = (3616.15, 6730.05)
3921: (x,y) = (3716.9, 6659.5)
3922: (x,y) = (3776.53, 6767.08)
3923: (x,y) = (3755.17, 6888.21)
3924: (x,y) = (3761.61, 6765.38)
3925: (x,y) = (3864.77, 6832.37)
3926: (x,y) = (3986.85, 6847.36)
3927: (x,y) = (4057.4, 6948.12)
3928: (x,y) = (4003.48, 7058.67)
3929: (x,y) = (3945.74, 6950.07)
3930: (x,y) = (4026.43, 6857.24)
3931: (x,y) = (4052, 6977.55)
3932: (x,y) = (4049.86, 6854.57)
3933: (x,y) = (4172.69, 6861)
3934: (x,y) = (4187.68, 6983.09)
3935: (x,y) = (4310.6, 6987.38)
3936: (x,y) = (4372.1, 6880.86)
3937: (x,y) = (4464.93, 6961.55)
3938: (x,y) = (4462.79, 6838.57)
3939: (x,y) = (4576.83, 6884.65)
3940: (x,y) = (4694.46, 6920.61)
3941: (x,y) = (4728.36, 6802.38)
3942: (x,y) = (4823.95, 6879.78)
3943: (x,y) = (4923.46, 6952.08)
3944: (x,y) = (4949.03, 7072.39)
3945: (x,y) = (4991.1, 7187.97)
3946: (x,y) = (5096.53, 7251.32)
3947: (x,y) = (5209.75, 7203.26)
3948: (x,y) = (5209.75, 7326.26)
3949: (x,y) = (5278.53, 7224.29)
3950: (x,y) = (5182.94, 7146.89)
3951: (x,y) = (5268.39, 7058.41)
3952: (x,y) = (5168.88, 7130.71)
3953: (x,y) = (5252.76, 7220.66)
3954: (x,y) = (5142.21, 7166.74)
3955: (x,y) = (5082.58, 7274.32)
3956: (x,y) = (5034.52, 7161.1)
3957: (x,y) = (5043.1, 7038.4)
3958: (x,y) = (5131.58, 7123.84)
3959: (x,y) = (5097.68, 7005.61)
3960: (x,y) = (4992.25, 6942.26)
3961: (x,y) = (4918.22, 6844.02)
3962: (x,y) = (5028.77, 6897.94)
3963: (x,y) = (5009.53, 7019.43)
3964: (x,y) = (5098.01, 6933.99)
3965: (x,y) = (5219.5, 6953.23)
3966: (x,y) = (5271.48, 7064.7)
3967: (x,y) = (5373.45, 6995.92)
3968: (x,y) = (5421.51, 6882.7)
3969: (x,y) = (5457.47, 7000.33)
3970: (x,y) = (5565.05, 7059.96)
3971: (x,y) = (5442.72, 7072.81)
3972: (x,y) = (5449.16, 7195.65)
3973: (x,y) = (5415.26, 7077.41)
3974: (x,y) = (5294.52, 7100.88)
3975: (x,y) = (5371.92, 7005.29)
3976: (x,y) = (5494.91, 7003.14)
3977: (x,y) = (5524.66, 7122.49)
3978: (x,y) = (5454.11, 7223.25)
3979: (x,y) = (5449.82, 7346.17)
3980: (x,y) = (5407.75, 7461.75)
3981: (x,y) = (5527.1, 7491.51)
3982: (x,y) = (5617.05, 7575.4)
3983: (x,y) = (5672.89, 7465.8)
3984: (x,y) = (5694.25, 7586.93)
3985: (x,y) = (5748.17, 7476.38)
3986: (x,y) = (5858.72, 7422.46)
3987: (x,y) = (5818.68, 7538.76)
3988: (x,y) = (5872.6, 7649.31)
3989: (x,y) = (5864.02, 7526.61)
3990: (x,y) = (5742.22, 7509.49)
3991: (x,y) = (5718.75, 7388.75)
3992: (x,y) = (5609.15, 7444.6)
3993: (x,y) = (5732.15, 7444.6)
3994: (x,y) = (5653.09, 7350.37)
3995: (x,y) = (5530.17, 7346.08)
3996: (x,y) = (5407.33, 7339.64)
3997: (x,y) = (5307.82, 7411.94)
3998: (x,y) = (5202.39, 7475.29)
3999: (x,y) = (5210.97, 7352.59)
4000: (x,y) = (5102.37, 7294.84)
4001: (x,y) = (5203.13, 7365.39)
4002: (x,y) = (5270.12, 7262.24)
4003: (x,y) = (5184.67, 7350.72)
4004: (x,y) = (5148.71, 7233.09)
4005: (x,y) = (5060.23, 7147.65)
4006: (x,y) = (4949.68, 7201.57)
4007: (x,y) = (5071.48, 7184.45)
4008: (x,y) = (5191.33, 7212.12)
4009: (x,y) = (5068.41, 7207.83)
4010: (x,y) = (4994.38, 7109.59)
4011: (x,y) = (4896.15, 7035.57)
4012: (x,y) = (4827.37, 6933.6)
4013: (x,y) = (4939.74, 6983.63)
4014: (x,y) = (5029.69, 6899.74)
4015: (x,y) = (4944.25, 6811.26)
4016: (x,y) = (4824.4, 6838.93)
4017: (x,y) = (4896.7, 6938.44)
4018: (x,y) = (4773.72, 6936.29)
4019: (x,y) = (4712.22, 7042.81)
4020: (x,y) = (4674.21, 6925.83)
4021: (x,y) = (4626.15, 7039.06)
4022: (x,y) = (4738.52, 7089.09)
4023: (x,y) = (4667.97, 7189.84)
4024: (x,y) = (4780.33, 7239.87)
4025: (x,y) = (4859.4, 7145.65)
4026: (x,y) = (4980.53, 7167)
4027: (x,y) = (4882.29, 7241.03)
4028: (x,y) = (5005.29, 7241.03)
4029: (x,y) = (5009.59, 7118.1)
4030: (x,y) = (5100.99, 7035.8)
4031: (x,y) = (4979.19, 7052.92)
4032: (x,y) = (5087.79, 7110.66)
4033: (x,y) = (4967.05, 7087.19)
4034: (x,y) = (4862.74, 7152.37)
4035: (x,y) = (4790.45, 7251.88)
4036: (x,y) = (4669.71, 7275.35)
4037: (x,y) = (4713.79, 7390.18)
4038: (x,y) = (4757.86, 7275.35)
4039: (x,y) = (4844.84, 7188.38)
4040: (x,y) = (4896.82, 7076.9)
4041: (x,y) = (4844.84, 7188.38)
4042: (x,y) = (4939.06, 7267.44)
4043: (x,y) = (4830.46, 7325.19)
4044: (x,y) = (4821.88, 7202.49)
4045: (x,y) = (4734.91, 7289.46)
4046: (x,y) = (4705.15, 7408.81)
4047: (x,y) = (4817.51, 7358.78)
4048: (x,y) = (4933.1, 7316.71)
4049: (x,y) = (4813.25, 7289.04)
4050: (x,y) = (4870.99, 7180.44)
4051: (x,y) = (4756.16, 7224.52)
4052: (x,y) = (4800.24, 7109.69)
4053: (x,y) = (4677.41, 7103.25)
4054: (x,y) = (4557.1, 7128.82)
4055: (x,y) = (4535.74, 7249.95)
4056: (x,y) = (4478, 7358.56)
4057: (x,y) = (4360.37, 7322.59)
4058: (x,y) = (4483.35, 7320.45)
4059: (x,y) = (4425.61, 7429.05)
4060: (x,y) = (4504.67, 7334.83)
4061: (x,y) = (4405.16, 7407.12)
4062: (x,y) = (4334.61, 7507.88)
4063: (x,y) = (4215.26, 7537.64)
4064: (x,y) = (4330.09, 7493.56)
4065: (x,y) = (4212.47, 7457.6)
4066: (x,y) = (4093.66, 7425.76)
4067: (x,y) = (4195.63, 7356.98)
4068: (x,y) = (4128.64, 7253.82)
4069: (x,y) = (4143.63, 7131.74)
4070: (x,y) = (4189.71, 7245.78)
4071: (x,y) = (4081.11, 7303.53)
4072: (x,y) = (3962.87, 7337.43)
4073: (x,y) = (4070.45, 7397.06)
4074: (x,y) = (4114.53, 7511.89)
4075: (x,y) = (4179.71, 7616.2)
4076: (x,y) = (4290.26, 7670.12)
4077: (x,y) = (4338.32, 7783.35)
4078: (x,y) = (4216.52, 7766.23)
4079: (x,y) = (4298.82, 7674.82)
4080: (x,y) = (4417.63, 7706.66)
4081: (x,y) = (4298.82, 7674.82)
4082: (x,y) = (4364, 7570.51)
4083: (x,y) = (4293.45, 7469.76)
4084: (x,y) = (4337.53, 7584.59)
4085: (x,y) = (4447.12, 7640.43)
4086: (x,y) = (4427.88, 7761.91)
4087: (x,y) = (4329.65, 7687.89)
4088: (x,y) = (4226.49, 7620.9)
4089: (x,y) = (4130.9, 7543.49)
4090: (x,y) = (4063.91, 7440.34)
4091: (x,y) = (4059.62, 7317.41)
4092: (x,y) = (3985.6, 7219.18)
4093: (x,y) = (3883.63, 7287.96)
4094: (x,y) = (3766.65, 7325.97)
4095: (x,y) = (3657.05, 7270.13)
4096: (x,y) = (3619.04, 7387.11)
4097: (x,y) = (3550.26, 7489.08)
4098: (x,y) = (3510.22, 7605.38)
4099: (x,y) = (3400.62, 7549.54)
4100: (x,y) = (3277.79, 7543.1)
4101: (x,y) = (3157.48, 7568.67)
4102: (x,y) = (3266.08, 7626.42)
4103: (x,y) = (3387.21, 7605.06)
4104: (x,y) = (3308.15, 7510.84)
4105: (x,y) = (3197.6, 7564.76)
4106: (x,y) = (3116.9, 7471.93)
4107: (x,y) = (3202.35, 7560.4)
4108: (x,y) = (3168.44, 7678.64)
4109: (x,y) = (3086.14, 7770.05)
4110: (x,y) = (3030.3, 7660.45)
4111: (x,y) = (3145.88, 7702.52)
4112: (x,y) = (3099.81, 7588.48)
4113: (x,y) = (3216.79, 7626.49)
4114: (x,y) = (3238.14, 7505.36)
4115: (x,y) = (3357.49, 7475.6)
4116: (x,y) = (3260.56, 7399.87)
4117: (x,y) = (3146.52, 7445.95)
4118: (x,y) = (3231.96, 7357.47)
4119: (x,y) = (3338.49, 7295.97)
4120: (x,y) = (3414.21, 7199.05)
4121: (x,y) = (3437.68, 7078.31)
4122: (x,y) = (3314.7, 7080.45)
4123: (x,y) = (3432.94, 7046.55)
4124: (x,y) = (3554.42, 7065.79)
4125: (x,y) = (3431.42, 7065.79)
4126: (x,y) = (3362.64, 6963.82)
4127: (x,y) = (3431.42, 7065.79)
4128: (x,y) = (3549.05, 7029.83)
4129: (x,y) = (3463.6, 7118.31)
4130: (x,y) = (3555.01, 7200.61)
4131: (x,y) = (3622, 7097.45)
4132: (x,y) = (3590.17, 7216.26)
4133: (x,y) = (3687.09, 7291.99)
4134: (x,y) = (3699.95, 7169.66)
4135: (x,y) = (3614.51, 7258.14)
4136: (x,y) = (3576.5, 7141.16)
4137: (x,y) = (3574.35, 7264.14)
4138: (x,y) = (3490.46, 7174.19)
4139: (x,y) = (3486.17, 7051.26)
4140: (x,y) = (3594.77, 7109.01)
4141: (x,y) = (3480.73, 7062.93)
4142: (x,y) = (3383.8, 6987.2)
4143: (x,y) = (3261.72, 6972.21)
4144: (x,y) = (3139.19, 6982.93)
4145: (x,y) = (3243.5, 7048.11)
4146: (x,y) = (3262.74, 7169.6)
4147: (x,y) = (3188.72, 7267.83)
4148: (x,y) = (3302.76, 7221.75)
4149: (x,y) = (3324.12, 7100.62)
4150: (x,y) = (3201.14, 7098.48)
4151: (x,y) = (3201.14, 7221.48)
4152: (x,y) = (3177.67, 7100.74)
4153: (x,y) = (3283.1, 7164.09)
4154: (x,y) = (3233.07, 7276.45)
4155: (x,y) = (3181.09, 7387.93)
4156: (x,y) = (3166.1, 7265.84)
4157: (x,y) = (3236.65, 7366.6)
4158: (x,y) = (3200.69, 7484.23)
4159: (x,y) = (3322.17, 7464.98)
4160: (x,y) = (3315.74, 7587.82)
4161: (x,y) = (3283.9, 7706.62)
4162: (x,y) = (3290.34, 7583.79)
4163: (x,y) = (3357.33, 7686.95)
4164: (x,y) = (3240.35, 7724.96)
4165: (x,y) = (3282.42, 7840.54)
4166: (x,y) = (3179.26, 7907.53)
4167: (x,y) = (3259.96, 7814.7)
4168: (x,y) = (3137.63, 7827.56)
4169: (x,y) = (3061.9, 7730.63)
4170: (x,y) = (2969.08, 7649.94)
4171: (x,y) = (2962.64, 7772.77)
4172: (x,y) = (2969.08, 7895.6)
4173: (x,y) = (3077.68, 7953.35)
4174: (x,y) = (3193.26, 7995.42)
4175: (x,y) = (3243.29, 7883.05)
4176: (x,y) = (3138.98, 7817.87)
4177: (x,y) = (3246.56, 7758.24)
4178: (x,y) = (3328.86, 7849.64)
4179: (x,y) = (3331.01, 7726.66)
4180: (x,y) = (3429.24, 7800.69)
4181: (x,y) = (3552.22, 7802.83)
4182: (x,y) = (3584.06, 7921.64)
4183: (x,y) = (3656.35, 8021.15)
4184: (x,y) = (3577.29, 8115.37)
4185: (x,y) = (3541.33, 7997.75)
4186: (x,y) = (3543.47, 8120.73)
4187: (x,y) = (3620.88, 8216.32)
4188: (x,y) = (3546.86, 8118.09)
4189: (x,y) = (3440.34, 8056.59)
4190: (x,y) = (3320.02, 8031.01)
4191: (x,y) = (3292.36, 8150.86)
4192: (x,y) = (3353.86, 8257.38)
4193: (x,y) = (3476.78, 8253.09)
4194: (x,y) = (3409.79, 8356.25)
4195: (x,y) = (3516.31, 8294.75)
4196: (x,y) = (3395.57, 8318.22)
4197: (x,y) = (3518.55, 8320.36)
4198: (x,y) = (3640.88, 8307.51)
4199: (x,y) = (3660.12, 8428.99)
4200: (x,y) = (3538.32, 8446.11)
4201: (x,y) = (3632.54, 8367.05)
4202: (x,y) = (3521.06, 8419.03)
4203: (x,y) = (3644.06, 8419.03)
4204: (x,y) = (3618.49, 8298.72)
4205: (x,y) = (3738.34, 8271.05)
4206: (x,y) = (3660.93, 8175.46)
4207: (x,y) = (3768.51, 8115.83)
4208: (x,y) = (3772.8, 7992.9)
4209: (x,y) = (3888.39, 8034.97)
4210: (x,y) = (3922.29, 7916.74)
4211: (x,y) = (4037.87, 7958.8)
4212: (x,y) = (4085.93, 8072.03)
4213: (x,y) = (4041.85, 7957.2)
4214: (x,y) = (4157.43, 7915.13)
4215: (x,y) = (4057.92, 7842.83)
4216: (x,y) = (3943.09, 7798.75)
4217: (x,y) = (4059.39, 7838.79)
4218: (x,y) = (4099.44, 7722.5)
4219: (x,y) = (4043.6, 7612.9)
4220: (x,y) = (4013.84, 7493.56)
4221: (x,y) = (3982.01, 7374.75)
4222: (x,y) = (3901.31, 7467.58)
4223: (x,y) = (3978.72, 7371.99)
4224: (x,y) = (4006.39, 7491.84)
4225: (x,y) = (3888.76, 7455.87)
4226: (x,y) = (3861.09, 7575.72)
4227: (x,y) = (3739.29, 7558.6)
4228: (x,y) = (3851.66, 7508.57)
4229: (x,y) = (3728.95, 7499.99)
4230: (x,y) = (3640.48, 7585.44)
4231: (x,y) = (3586.56, 7474.89)
4232: (x,y) = (3603.67, 7353.08)
4233: (x,y) = (3486.05, 7317.12)
4234: (x,y) = (3494.63, 7439.82)
4235: (x,y) = (3538.71, 7554.65)
4236: (x,y) = (3423.88, 7598.73)
4237: (x,y) = (3542.69, 7630.57)
4238: (x,y) = (3553.41, 7508.03)
4239: (x,y) = (3499.49, 7618.58)
4240: (x,y) = (3451.43, 7731.81)
4241: (x,y) = (3501.46, 7844.17)
4242: (x,y) = (3543.52, 7728.59)
4243: (x,y) = (3630.5, 7815.57)
4244: (x,y) = (3590.45, 7931.86)
4245: (x,y) = (3613.92, 8052.6)
4246: (x,y) = (3493.18, 8076.07)
4247: (x,y) = (3606.41, 8124.13)
4248: (x,y) = (3544.91, 8017.61)
4249: (x,y) = (3549.2, 7894.69)
4250: (x,y) = (3589.24, 7778.39)
4251: (x,y) = (3658.02, 7880.36)
4252: (x,y) = (3778.76, 7856.89)
4253: (x,y) = (3840.26, 7963.41)
4254: (x,y) = (3769.71, 7862.66)
4255: (x,y) = (3856.69, 7775.68)
4256: (x,y) = (3748.09, 7717.94)
4257: (x,y) = (3708.04, 7834.24)
4258: (x,y) = (3594, 7880.31)
4259: (x,y) = (3536.25, 7988.91)
4260: (x,y) = (3419.27, 7950.91)
4261: (x,y) = (3343.55, 8047.83)
4262: (x,y) = (3352.13, 8170.53)
4263: (x,y) = (3465.35, 8122.47)
4264: (x,y) = (3585.66, 8148.04)
4265: (x,y) = (3515.11, 8248.8)
4266: (x,y) = (3398.13, 8210.79)
4267: (x,y) = (3497.64, 8283.09)
4268: (x,y) = (3380.01, 8247.13)
4269: (x,y) = (3384.31, 8124.2)
4270: (x,y) = (3340.23, 8009.37)
4271: (x,y) = (3453.45, 7961.31)
4272: (x,y) = (3474.81, 8082.44)
4273: (x,y) = (3464.09, 8204.98)
4274: (x,y) = (3523.72, 8312.55)
4275: (x,y) = (3549.29, 8192.24)
4276: (x,y) = (3489.66, 8084.66)
4277: (x,y) = (3385.35, 8019.48)
4278: (x,y) = (3306.29, 8113.71)
4279: (x,y) = (3188.05, 8147.61)
4280: (x,y) = (3139.99, 8034.39)
4281: (x,y) = (3088.01, 7922.91)
4282: (x,y) = (2971.03, 7960.92)
4283: (x,y) = (3017.11, 7846.88)
4284: (x,y) = (2895.98, 7825.52)
4285: (x,y) = (2876.73, 7947)
4286: (x,y) = (2988.21, 7998.99)
4287: (x,y) = (3110.01, 8016.1)
4288: (x,y) = (3231.14, 7994.75)
4289: (x,y) = (3252.5, 7873.61)
4290: (x,y) = (3355.66, 7806.62)
4291: (x,y) = (3281.64, 7708.39)
4292: (x,y) = (3382.39, 7778.94)
4293: (x,y) = (3505.09, 7787.52)
4294: (x,y) = (3605.85, 7858.07)
4295: (x,y) = (3689.73, 7948.03)
4296: (x,y) = (3566.81, 7943.74)
4297: (x,y) = (3568.96, 8066.72)
4298: (x,y) = (3586.07, 8188.52)
4299: (x,y) = (3665.14, 8094.3)
4300: (x,y) = (3726.64, 8200.82)
4301: (x,y) = (3654.34, 8300.33)
4302: (x,y) = (3534.49, 8272.66)
4303: (x,y) = (3586.47, 8384.13)
4304: (x,y) = (3709.4, 8379.84)
4305: (x,y) = (3619.44, 8463.73)
4306: (x,y) = (3659.49, 8580.03)
4307: (x,y) = (3759, 8507.73)
4308: (x,y) = (3699.36, 8400.15)
4309: (x,y) = (3590.76, 8342.4)
4310: (x,y) = (3687.69, 8418.13)
4311: (x,y) = (3747.32, 8525.71)
4312: (x,y) = (3819.62, 8625.22)
4313: (x,y) = (3926.14, 8563.72)
4314: (x,y) = (3921.85, 8686.64)
4315: (x,y) = (3955.75, 8568.41)
4316: (x,y) = (3861.53, 8489.35)
4317: (x,y) = (3952.93, 8571.65)
4318: (x,y) = (4012.56, 8679.23)
4319: (x,y) = (3908.25, 8744.41)
4320: (x,y) = (3889.01, 8622.92)
4321: (x,y) = (3867.65, 8501.79)
4322: (x,y) = (3915.71, 8615.01)
4323: (x,y) = (3945.47, 8495.67)
4324: (x,y) = (3830.64, 8539.74)
4325: (x,y) = (3711.83, 8507.91)
4326: (x,y) = (3636.1, 8604.83)
4327: (x,y) = (3739.26, 8537.84)
4328: (x,y) = (3854.84, 8579.91)
4329: (x,y) = (3738.54, 8619.96)
4330: (x,y) = (3627.07, 8671.94)
4331: (x,y) = (3554.77, 8572.43)
4332: (x,y) = (3472.47, 8481.02)
4333: (x,y) = (3442.71, 8361.68)
4334: (x,y) = (3408.81, 8479.91)
4335: (x,y) = (3524.39, 8437.84)
4336: (x,y) = (3547.86, 8317.1)
4337: (x,y) = (3666.67, 8285.27)
4338: (x,y) = (3545.93, 8261.8)
4339: (x,y) = (3595.96, 8374.17)
4340: (x,y) = (3540.12, 8264.57)
4341: (x,y) = (3500.07, 8148.27)
4342: (x,y) = (3621.2, 8126.91)
4343: (x,y) = (3719.43, 8200.94)
4344: (x,y) = (3747.1, 8320.79)
4345: (x,y) = (3749.25, 8197.8)
4346: (x,y) = (3855.77, 8259.3)
4347: (x,y) = (3847.19, 8382)
4348: (x,y) = (3738.59, 8324.26)
4349: (x,y) = (3616.26, 8311.4)
4350: (x,y) = (3558.52, 8420)
4351: (x,y) = (3497.02, 8313.48)
4352: (x,y) = (3532.98, 8195.86)
4353: (x,y) = (3612.04, 8290.08)
4354: (x,y) = (3692.74, 8382.91)
4355: (x,y) = (3814.22, 8363.67)
4356: (x,y) = (3700.18, 8317.59)
4357: (x,y) = (3761.68, 8211.07)
4358: (x,y) = (3805.76, 8325.9)
4359: (x,y) = (3717.28, 8411.35)
4360: (x,y) = (3802.72, 8499.82)
4361: (x,y) = (3732.17, 8600.58)
4362: (x,y) = (3736.47, 8477.65)
4363: (x,y) = (3649.49, 8390.68)
4364: (x,y) = (3643.05, 8513.51)
4365: (x,y) = (3526.76, 8473.47)
4366: (x,y) = (3507.51, 8351.98)
4367: (x,y) = (3385.19, 8339.12)
4368: (x,y) = (3349.23, 8456.75)
4369: (x,y) = (3232.93, 8416.71)
4370: (x,y) = (3290.67, 8525.31)
4371: (x,y) = (3186.36, 8590.49)
4372: (x,y) = (3205.6, 8711.97)
4373: (x,y) = (3292.58, 8798.95)
4374: (x,y) = (3385.41, 8879.64)
4375: (x,y) = (3277.83, 8820.01)
4376: (x,y) = (3185, 8739.32)
4377: (x,y) = (3131.08, 8628.76)
4378: (x,y) = (3199.86, 8730.74)
4379: (x,y) = (3159.82, 8847.03)
4380: (x,y) = (3199.86, 8730.74)
4381: (x,y) = (3313.9, 8684.66)
4382: (x,y) = (3326.76, 8562.33)
4383: (x,y) = (3400.78, 8464.1)
4384: (x,y) = (3328.49, 8364.59)
4385: (x,y) = (3378.52, 8476.96)
4386: (x,y) = (3463.96, 8388.48)
4387: (x,y) = (3341.03, 8392.77)
4388: (x,y) = (3218.03, 8392.77)
4389: (x,y) = (3102.45, 8434.84)
4390: (x,y) = (3058.37, 8320.01)
4391: (x,y) = (3160.34, 8388.79)
4392: (x,y) = (3175.33, 8266.71)
4393: (x,y) = (3062.97, 8216.68)
4394: (x,y) = (3179.95, 8254.69)
4395: (x,y) = (3252.25, 8155.18)
4396: (x,y) = (3131.51, 8131.71)
4397: (x,y) = (3179.57, 8244.93)
4398: (x,y) = (3056.73, 8251.37)
4399: (x,y) = (3069.59, 8129.04)
4400: (x,y) = (3155.03, 8040.56)
4401: (x,y) = (3274.88, 8012.89)
4402: (x,y) = (3153.4, 8032.14)
4403: (x,y) = (3117.43, 8149.76)
4404: (x,y) = (3222.87, 8086.41)
4405: (x,y) = (3256.77, 7968.18)
4406: (x,y) = (3134.07, 7959.6)
4407: (x,y) = (3053.37, 8052.43)
4408: (x,y) = (3032.01, 7931.29)
4409: (x,y) = (2911.7, 7956.87)
4410: (x,y) = (3032.01, 7982.44)
4411: (x,y) = (3153.15, 8003.8)
4412: (x,y) = (3203.17, 7891.43)
4413: (x,y) = (3120.87, 7800.03)
4414: (x,y) = (3005.29, 7757.96)
4415: (x,y) = (2887.66, 7722)
4416: (x,y) = (2767.35, 7747.57)
4417: (x,y) = (2748.11, 7869.06)
4418: (x,y) = (2869.24, 7847.7)
4419: (x,y) = (2746.92, 7860.55)
4420: (x,y) = (2633.69, 7908.61)
4421: (x,y) = (2556.29, 7813.02)
4422: (x,y) = (2571.28, 7690.94)
4423: (x,y) = (2658.25, 7777.92)
4424: (x,y) = (2557.49, 7707.37)
4425: (x,y) = (2669.86, 7657.34)
4426: (x,y) = (2550.01, 7629.67)
4427: (x,y) = (2454.42, 7707.07)
4428: (x,y) = (2577.26, 7713.51)
4429: (x,y) = (2572.96, 7590.59)
4430: (x,y) = (2678.39, 7653.94)
4431: (x,y) = (2796.63, 7620.03)
4432: (x,y) = (2708.15, 7705.48)
4433: (x,y) = (2737.91, 7824.82)
4434: (x,y) = (2821.79, 7914.78)
4435: (x,y) = (2700.66, 7893.42)
4436: (x,y) = (2581.85, 7925.25)
4437: (x,y) = (2526.01, 8034.85)
4438: (x,y) = (2648.84, 8041.29)
4439: (x,y) = (2674.42, 7920.97)
4440: (x,y) = (2562.94, 7972.96)
4441: (x,y) = (2685.64, 7981.54)
4442: (x,y) = (2595.69, 7897.65)
4443: (x,y) = (2473.6, 7912.64)
4444: (x,y) = (2492.84, 8034.13)
4445: (x,y) = (2375.86, 7996.12)
4446: (x,y) = (2278.94, 7920.39)
4447: (x,y) = (2263.95, 7798.31)
4448: (x,y) = (2356.78, 7717.61)
4449: (x,y) = (2470, 7765.67)
4450: (x,y) = (2465.71, 7888.6)
4451: (x,y) = (2530.89, 7992.91)
4452: (x,y) = (2428.92, 7924.13)
4453: (x,y) = (2319.32, 7979.97)
4454: (x,y) = (2401.62, 8071.37)
4455: (x,y) = (2508.15, 8009.87)
4456: (x,y) = (2599.55, 7927.57)
4457: (x,y) = (2478.81, 7904.1)
4458: (x,y) = (2524.89, 7790.06)
4459: (x,y) = (2490.99, 7908.29)
